,Job Title,Job Description,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,company,age,python_yn,R_yn,spark,aws,gcp,azure,sql,excel,job_simp,seniority,desc_len
166,Sr Data Engineer - Grupo de Telecomunicaciones N1 de Argentina,"Buscamos una persona apasionada por trabajar con las ultimas tecnologías disponibles de Google Cloud Platform y Amazon Web Services, que tenga ganas de sumarse al proceso de transforma ción digital del grupo!

Seran sus responsabilidades:
Crear los flujos de ingeniería de datos, para llevar adelante la gestión de la información de punta a punta.
Integrar las fuentes internas y externas de datos, gestionar los flujos de datos de la empresa y habilitar esta información en tiempo y forma a los stakeholders en nuestro Enterprise DataWarehouse.
Gestionar los pipelines de datos, optimizarlos, automatizarlos y escalarlos utilizando las herramientas disponibles (conocimientos de Glue, Data fusion, Spark o Dataproc, es un plus)
Estamos buscando un Sr Data Engineer para el Grupo de Telecomunicaciones N1 de Argentina.

Requisitos

Preferentemente estudiantes avanzados o graduados de Ingeniería Informática, Ingeniería en Computación, Matemáticas Aplicadas o carreras similares.

Experiencia minima de 3 años en modelos de bases de datos (operacionales y analíticos, relacionales y no relacionales), pipelines de datos (estructurado, no estructurado), BI y analítica de datos: preparación, transformación, modelación y visualización.

Solidos conocimientos de Google Cloud Platform y/o Amazon Web Services,

Beneficios

Combos de descuentos de hasta un 70% en los servicios de la compañía (internet, cable, líneas móviles, línea fija)
Prepaga grupo familiar
Programa de beneficios Club Personal
Tarjeta Clarín 365 Plus
Hasta 40% en seguro del automotor y del hogar
Seguro de Vida Colectivo
Modalidades de trabajo flexible
Descuentos en gimnasios
Reintegro por guardería y colonia de vacaciones
Kit Escolar para hijos/as de entre 4 y 17 años
15 días adicionales (aplica solo a padres)
Descuentos en universidades, terciarios y otros centros educativos",-1.0,Argentina,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),Ipsum HR,-1,0,0,1,0,0,0,0,0,data engineer,senior,1851
167,Senior Data Engineer (AWS) | DevOps,"Rappi is the game changer startup for last mile delivery in Latam. With more than 100K orders daily, we are making easy our customers lives by offering all the services available in their cities and delivering it in less than 30 minutes.

We are looking for a Senior Data Engineer who will be responsible for building, improving and maintaining a scalable data pipeline infrastructure required for extraction, transformation, and loading of terabytes of data from thousands of sources to our analytics platform.

You will have the opportunity to apply cutting-edge technologies in large scale environment with a challenging rapid growth pace, taking ownership of both internal and external services, and applying all your skills to make an impact on the whole company.

You will be working with a skilled group of international tech specialists, on a high pressure hard-work environment.",3.6,Argentina,1001 to 5000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rappi,5,0,0,0,0,0,0,0,0,data engineer,senior,887
168,Machine Learning Engineer,"Nos orientamos a personas con experiencia tanto en desarrollo de software como en Machine Learning, colaborará con ingenieros de software, científicos de datos, administradores de proyectos y expertos en el dominio de la inversión del consumidor para desarrollar y enviar productos de datos predictivos en apoyo de la misión de CircleUp: ayudar a los empresarios a prosperar conectándolos con el capital y recursos que necesitan.
Es un ingeniero de software apasionado que se siente cómodo trabajando en todo el ciclo de vida y la pila de productos de datos predictivos: creación de prototipos, ingeniería de funciones, validación y producción.
CircleUp fue recientemente reconocida como una de las 10 empresas más innovadoras de Fast Company en ciencia de datos y ha sido nombrada CB Insights FinTech 250, una de las 5 empresas más disruptivas en finanzas por CNBC y Forbes FinTech 50. Fundada en 2012, CircleUp tiene su sede en San Francisco y está respaldada por Union Square Ventures, GV, Canaan Partners, QED Advisors y otros.


Recopilar y refinar datos estructurados y no estructurados sobre empresas privadas
Desarrolle nuestra plataforma de resolución de entidades que pueda identificar referencias a empresas, marcas y productos en documentos digitales altamente desestructurados y vincularlos con entidades del mundo real.
Cree sistemas de producción escalables para la recopilación de datos, la transformación de datos, la extracción de funciones, el entrenamiento de modelos y la puntuación, utilizando herramientas de software distribuidas.
Desarrolle algoritmos de extremo a extremo para medir objetivamente la calidad de las empresas de consumo privadas
Contribuir a todas las fases del desarrollo de algoritmos, incluida la ideación, la creación de prototipos, el diseño y la producción.

CircleUp aprovecha el poder del aprendizaje automático y el análisis predictivo para descubrir algunas de las empresas de más rápido crecimiento en el sector minorista y de consumo. Estamos construyendo un sistema de datos predictivos llamado ""Helio"" para llevar la revolución impulsada por los datos que ha ocurrido en los mercados públicos a los mercados privados, comenzando con el consumidor y el minorista.
Estamos trabajando en problemas desafiantes en la recuperación de información, resolución de entidades y desarrollando un gráfico de conocimiento en profundidad de todas las empresas privadas. Estamos extrayendo grandes cantidades de datos para reescribir con éxito las reglas sobre cómo se evalúan las empresas privadas .

Requisitos

Licenciatura o superior en informática, matemáticas, estadística o campo técnico relacionado
Más de 2 años de experiencia en Machine Learning, PNL y / o recuperación de información
Amplio conocimiento de las API, las herramientas y las bibliotecas de código abierto de aprendizaje automático.
Excelentes habilidades de codificación y sólidos fundamentos en algoritmos, estructuras de datos, modelado predictivo y conceptos de big data
La experiencia en poner modelos en sistemas de producción es una gran ventaja
Interés en interrumpir y democratizar toda la industria dentro de los mercados privados.
Inglés Avanzado/Fluido

Beneficios

USD Salary
remote work
Stock options ;)",4.2,Argentina,1 to 50 Employees,2015,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Schmitman HR,5,0,0,0,0,0,0,0,1,mle,na,3231
169,Senior Data Engineer IRC103797,"Job:
IRC104774

Location:
Argentina - Buenos Aires, La Plata, Mendoza, Mar del Plata

Designation:
Senior Developer

Experience:
3-5 years

Function:
Engineering",3.7,Argentina,10000+ Employees,2000,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),GlobalLogic,20,0,0,0,0,0,0,0,0,data engineer,senior,161
170,Senior Data Engineer IRC104209,"Job:
IRC103797

Location:
Argentina - Buenos Aires, La Plata, Mendoza, Geodispersed

Designation:
Senior Developer

Experience:
3-5 years

Function:
Engineering",3.7,Argentina,10000+ Employees,2000,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),GlobalLogic,20,0,0,0,0,0,0,0,0,data engineer,senior,160
171,DATA ENGINEER Jr o SSr,"Data Engineer
Buscamos un profesional con sólida experiencia en plataformas Cloud y soluciones de Big Data, con ganas de sumarse a proyectos desafiantes en un entorno global.
¿Cuáles serán tus responsabilidades?
Diseñar y construir pipelines de datos utilizando alguna plataforma en la nube.
Administrar y proveer la infraestructura de la solución en la nube.
Diseñar para la seguridad y el cumplimiento de los datos.
Gestionar y automatizar las implementaciones de despliegue de ETL y de la nube.
Asegurar soluciones y la fiabilidad de las operaciones.
Diseñar e implementar soluciones de Big Data y Data Warehousing con sus correspondientes Data Governance processes. .
Ayudamos a nuestros clientes a evolucionar hacia una cultura de toma de decisiones basadas en datos. Proveemos equipos y soluciones especializadas en big data y analítica digital, bajo un approach integral que combina consultoría con desarrollo para lograr resultados.

Requisitos

¿Qué esperamos de vos?
Beneficios

Prepaga swiss medical.
3 semanas de vacaciones.
Reintegro gastos de internet y celular.
Clases de inglés
Training.
Hoy 100% remoto, luego en oficinas en Colegiales con esquema de Home flex.
Relación de dependencia",-1.0,Argentina,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),Input HR,-1,0,0,0,0,0,0,0,0,data engineer,senior,1202
172,Data Engineer SR Y/O LIDER,"Fecha de publicación
04/06/2019
Lugar de trabajo
Villa Urquiza, Caba
Empresa
Sankalpa Consultora
Permite trabajar remoto
No
Seniority requerido
Senior
Email de contacto
info@sankalpaconsultora.com",5.0,Argentina,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),Sankalpa Consultora,-1,0,0,0,0,0,0,0,0,data engineer,senior,196
173,Data Engineer SSr./Sr.,"Fecha de publicación
06/12/2019
Lugar de trabajo
Villa Urquiza, C.A.B.A.
Permite trabajar remoto
No
Seniority requerido
Semi Senior
Email de contacto
manuel@hroasis.com

Desde nuestros estudios en Buenos Aires, Berlín y Montevideo, creamos universos que nos conectan y entretienen con éxitos internacionales como: Preguntados, Mezcladitos, Apalabrados y más. Ya superamos los 700 millones de descargas, y somos más de 350 profesionales en el mundo. Somos una compañía internacional de tecnología fundada en 2009 en Argentina, creadora de universos que nos conectan y entretienen. Nos moviliza hacer cosas que antes no existían, correr los límites. Sumamos buenas personas, para hacer grandes equipos, y para lograr cosas imposibles.",4.6,Argentina,1001 to 5000 Employees,2001,Nonprofit Organization,Social Assistance,Non-Profit,Less than $1 million (USD),Py AR,19,0,0,0,0,0,0,0,0,data engineer,senior,732
174,Senior Data Engineer (Buenos Aires),"Overview
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Senior Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.
Summary and Scope
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Senior Data Engineer at Rise, you will be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",3.2,Argentina,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),Rise Interactive,16,0,0,0,0,0,0,0,0,data engineer,senior,1069
175,Senior Backend Engineer,"About Netskope


Today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve. We realized a new perimeter was needed, one that is built in the cloud and follows and protects data wherever it goes, so we started Netskope to redefine Cloud, Network and Data Security.
Since 2012, we have built the market-leading cloud security company and an award-winning culture powered by hundreds of employees spread across offices in Santa Clara, San Francisco, Seattle, Bangalore, London, Melbourne, and Tokyo. Our core values are openness, honesty, and transparency, and we purposely developed our open desk layouts and large meeting spaces to support and promote partnerships, collaboration, and teamwork. From catered lunches and office celebrations to employee recognition events and social professional groups such as the Awesome Women of Netskope (AWON), we strive to keep work fun, supportive and interactive.Visit us at Netskope Careers and follow us on Twitter @Netskope and Facebook.

As a member of the Advanced Development team you will work cross-functionally to build state-of-the-art cloud platforms to support our growing product portfolio.

#LI-NN1",4.2,Argentina,1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Netskope,8,0,0,0,0,0,0,0,0,software engineer,senior,1220
176,Machine Learning Engineer,"About IPSY:

IPSY is the largest beauty subscription in the world, with over 3 million monthly members, and the first brand to combine a rich community platform with a highly personalized commerce experience. Headquartered in San Mateo, with offices in New York, Santa Monica, and Buenos Aires, IPSY brings together a diverse group of rule-breaking thinkers and creative problem solvers with a penchant for getting things done. From Marketing and Media to Engineering and Operations, we stand together to celebrate individuality and inclusivityand were just getting started.

About the Role:
We are looking for a Machine Learning Engineer to join our team. As a Machine Learning Engineer, you will be responsible for developing novel ML models for both internal tools as well as to delight our customers. You will also partner with ML Platform engineers to productionalize your models for continuous improvement.




:

We are an equal opportunity employer who celebrates diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability status, or any other characteristic protected by federal, state, or local laws.",3.7,Argentina,201 to 500 Employees,2011,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,IPSY,9,0,0,0,1,0,0,0,0,mle,na,1217
177,Data Engineer (Buenos Aires),"Overview
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.
Summary and Scope
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Data Engineer at Rise, you will be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",3.2,Argentina,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),Rise Interactive,16,0,0,0,0,0,0,0,0,data engineer,na,1055
178,Data Engineer (SSr/Sr),"Somos etermax, una compañía internacional de tecnología fundada en Argentina en 2009. Creamos aplicaciones que entretienen, conectan y agregan valor comercial alrededor de todo el mundo. Conectamos personas entre sí, a los usuarios con las marcas y a los negocios con el éxito a través de nuestras unidades de Gaming, In Game Advertising e AI Labs. Nuestro objetivo es encontrar soluciones a los desafíos humanos del presente y del futuro. Combinamos tecnología y creatividad, datos y experimentación, para abrir nuevos caminos. Nadie nos puede decir cómo, porque vamos adelante.
Experimentá tu próximo rol:
En etermax, un Data Engineer trabaja junto al equipo para seguir creando nuevos productos, asegurando la calidad internacional y superando los estándares de la industria. El rol incluye:
Diseño y mantenimiento de la arquitectura actual: ¡tenemos muchas bases distintas, y todas en la nube de Amazon!",4.3,Argentina,201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,etermax,11,0,0,0,0,0,0,0,0,data engineer,senior,907
179,Data Engineer | DIGITAL,"Senior Data Engineer

Are you passionate about a future that exceeds your expectations? Here, at AlixPartners your passion becomes your career. We work in smaller and more senior teams that bring deep industry and functional knowledge to our clients. You will sit shoulder-to-shoulder with C-Level executives to address the issues that sit at the top of their agendas - and often become front-page news.

If you join our practice, you will work with financially secure, under-performing and distressed companies across a variety of urgent, high impact situations. Our elite professionals are recognized experts in their respective fields, bringing to bear their skills and experience to craft measurable, improved outcomes for our clients.

In this role, you will have the chance to create ELT/ETL workflows, scripts, visualizations, and statistical models while taking responsibility for the design, build, test, execution and support of data-related activities including but not limited to integration, profiling, cleansing, and visualizing. The ideal candidate will have a detailed understanding of the underlying data and data structures of multiple systems to allow in depth analysis of existing and potential data insights.



This description is not designed to encompass a comprehensive listing of required activities, duties or responsibilities.

AlixPartners is a results-driven global consulting firm that specializes in helping businesses successfully address their most complex and critical challenges. You can learn more about our Culture and Career Development opportunities,",4.7,Argentina,1001 to 5000 Employees,1981,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),AlixPartners,39,0,0,0,0,0,0,0,0,data engineer,na,1590
180,Consultor Ingeniero de Datos (Data Engineer),"Nos encontramos en la búsqueda de un INGENIERO DE DATOS (Data Engineer) para importante proyecto deseamos incorporar un consultor con experiencia en en diseño y desarrollo de aplicaciones basadas en ecosistemas distribuidos (Hadoop, Spark, y tecnologías complementarias) para uno de nuestros clientes, gran empresa del sector bancario.

QUE VALORAMOS

Experiencia

> y/ó conocimiento del procesamiento y modelado de datos, algoritmos y arquitectura de datos.




en plataformas Cloud e híbridas.

Conocimientos deseables






Formación



ASIGNACION = 100% Remoto",-1.0,Argentina,-1,-1,-1,-1,-1,-1,Mariana Panebianco,-1,0,0,1,0,0,0,0,0,data engineer,na,570
181,Sr Data Engineer,"Nos encontramos en la búsqueda de un Data Engineer que brindará soporte al negocio, clientes internos, apuntalando la toma de decisión basada en datos. Se involucrará en proyectos diversos y en la construcción del modelo de datos de la compañía.

Los DESAFIOS de la posición serán:
Creación de pipelines ETL con Azure Ecosystem como Azure Data Factory.
Creación de pipelines, actividades, conjuntos de datos y flujos de datos de simples a complejos
Diseño de un modelado de datos en Azure Analysis Services
Análisis de los datos subyacentes y el flujo de datos.

InvertirOnline fue fundada en Mayo del 2000 y en 2018 fue adquirida por el Grupo Supervielle. Es la primer Fintech de Argentina consolidandose como el primer sitio dedicado y especializado en Trading Online del pais.
Ofrece una propuesta única, que integra toda la actualidad en información financiera, el asesoramiento de un equipo de profesionales y la posibilidad de administrar ahorros y operar online una gran variedad de instrumentos financieros a través de internet.
Nuestro proposito
Mejorar la calidad de vida de las personas aumentando el valor de sus ingresos
Nuestra Visión
Ser la principal plataforma de soluciones financieras integrales en América hispanoparlante

Requisitos

Ingeniero en Sistemas avanzado o graduado
Experiencia previa en plataformas cloud
Es importante contar con habilidad para desarrollar código SQL, Python y Spark
Conocimiento preferente de Logic Apps, Azure Function apps y PowerShell Workflow
Conocimiento preferente de Azure Data Factory.

Beneficios

Prepaga OSDE
Home Office
Club La Nación
Gimnasio
Capacitación constante
Día de Cumpleaños libre
Excelente clima laboral, desarrollo en un ámbito joven, dinámico y profesional.",4.2,Argentina,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),InvertirOnline,-1,1,0,1,0,0,1,1,1,data engineer,senior,1731
182,Senior Backend/Data Engineer,"AgileEngine is looking for a Senior Backend/Data Engineer to develop back-end/data engineering solutions. The ideal candidate's prior work experience reflects high standards for engineering with proven capabilities. The candidate possesses the ability to take on important business challenges and execute them with precision and quality.

Requirements
4+ years experience in software development
BS in Computer Science or equivalent practical experience
Strong SQL knowledge
Knowledge of SQL Server or other relational database management systems (Oracle, PostgreSQL, MySQL)",4.8,Argentina,201 to 500 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,AgileEngine,10,0,0,0,0,0,0,1,0,data engineer,senior,574
183,Data Engineer Ssr,"En RH VISIÓN, tenemos oportunidades en GRANDES empresas, empresas que buscan sumar talentos y acompañar sus carreras y desafíos laborales! Acompañamos tu crecimiento, acompañamos lo que buscas.
Buscamos un Data Engineer que se encargará de expandir y optimizar la arquitectura, el flujo y la recopilación de datos para equipos multifuncionales.

Entre sus tareas estarán:
Relevar información de necesidad del cliente, la infraestructura, fuente de base de datos y el ecosistemas de usuarios finales.
Diseñar, implementar y mantener las canalizaciones (pipelines) de datos necesarias para una extracción, transformación y carga óptimas de datos de una amplia variedad de fuentes de datos (ETL).

Valoramos:

Es una GRAN oportunidad!",1.0,Argentina,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),RH Vision,-1,0,0,0,0,0,0,0,0,data engineer,senior,731
184,DATA ENGINEER 072,"Queremos que seas parte del Team de uno de los principales jugadores de Fintech en Argentina. Sumaremos una persona proactiva con capacidad de Analizar, diseñar y realizar proyectos y estadísticas que requieran las áreas internas de la empresa, permitiendo un proceso ágil de toma de decisiones.
Tendrá bajo su responsabilidad la manipulación de data de grandes volúmenes, ingesta de la misma, configuración de un centro de datos que tiene que homogeneizar de información de múltiples sistemas y también para un producto en particular, realizará dentro del motor decisiones, el desarrollo de las implementaciones de los modelos.

Fintech Factory creadora de soluciones financieras enfocados en la experiencia de usuario con mas de 10 años de experiencia en el mercado.
Dedicados a crear servicios de financiamiento online en mercados emergentes apalancados en el uso de la tecnología y ciencia de datos logrando soluciones de fondeo inmediato en diferentes mercados de la region.
Uno de las principales unidades de negocio, se enfoca en brindar créditos personales a corto plazo y el fondeo casi instantáneo.

Requisitos

Deberá contar con solidos conocimientos en Python y AWS
JavaScript, Node JS, React , Airflow ,PHP, Laravel (no excluyente)

Beneficios",-1.0,Argentina,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),Staff RH,-1,1,0,0,1,0,0,0,0,data engineer,na,1256
185,Quality Assurance Engineer,"We believe that Quality Assurance is crucial to creating a great product, that’s why QA and development are completely integrated at Avature. Our QA Engineers are actively involved in every step of the development process, from feature planning to release, working hand-in-hand with the product and development teams.

As we work with agile methodologies, automation is a big part of our work, which is currently based on a very mature automation infrastructure and practices.

Your challenges and objectives:
Gaining full understanding of product specifications.
Gaining thorough knowledge of our complex and highly configurable platform.
Working hand-in-hand with all company teams, understanding their different needs.",3.9,Argentina,501 to 1000 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Avature,15,0,0,0,0,0,0,0,0,na,na,721
186,Azure Data Engineer,"Busqueda: Data Engineer
LATAM5411 - Reclutamiento Especializado
Por intermedio de LATAM5411, importante empresa de marketing y publicidad digital ubicada en la zona de Palermo, se encuentra en la búsqueda de un Data Engineer.
Responsabilidades:
El diseño, creación y mantenimiento de pipelines de datos,
cumpliendo con los requisitos necesarios de latencia, volumen y periodicidad.
Adicionalmente, poder implementar pipelines para medir y mejorar la calidad de los datos de origen.",4.4,Argentina,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),LATAM5411,-1,0,0,0,0,0,0,0,0,data engineer,na,481
187,Software Engineer AMTS,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Our Futureforce University Recruiting program is dedicated to attracting, retaining and cultivating talent. Our interns and new graduates work on real projects that affect how our business runs, giving them the opportunity to make a tangible impact on the future of our company. With offices all over the world, our recruits have the chance to collaborate and connect with fellow employees on a global scale. We offer job shadowing, mentorship programs, talent development courses, and much more.
Join our Mulesoft teams to help build the world’s first-class execution engine that powers thousands of Integrations and APIs worldwide of most important companies on their mission critical applications.",4.4,Argentina,10000+ Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Salesforce,21,0,0,0,0,0,0,0,0,software engineer,na,848
188,Fullstack Engineer,"MURAL is on a mission to inspire and connect imagination workers globally.


MURAL is a digital workspace for visual collaboration that connects over 50 percent of the Fortune 100. Teams at global enterprises including IBM, USAA, E-Trade, Intuit, SAP, Atlassian, Autodesk, and GitHub embrace visual collaboration to run more productive meetings and workshops. This leads to a more creative, engaging, and fun way of working together, all in a welcoming, simple-to-use online space.

Headquartered in San Francisco, California, MURAL employs over 300 people around the world. In 2020, MURAL raised $118M in a series B round of financing and are working hard to take MURAL to the next level.",4.8,Argentina,201 to 500 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,MURAL,8,0,0,0,0,0,0,0,0,software engineer,na,689
189,Senior Data Engineer,"About the team


The Data Pipelines Team at Wildlife is responsible for acquiring, cleansing and transforming the data the whole company uses: our data is used by the executive team to make strategic decisions, by the product team to improve our games, by the user acquisition team to improve the reach of our games and so on. Since the beginning of 2019, we undertook the mission of modernizing ourselves and our product to make sure that we will be able to scale at the same pace Wildlife does and that we will be able to adjust ourselves to the ever changing business needs the company has.

In BA, we'll be focused on developing a brand new commercial product with the following challenges:

- Machine learning based service handling +1 Million QPS, 1-digit ms response time.






We welcome people from all backgrounds who seek the opportunity to help build the best gaming company, where everyone thrives.",3.9,Argentina,501 to 1000 Employees,2011,Company - Private,Internet,Information Technology,$25 to $50 million (USD),Wildlife Studios,9,0,0,0,0,0,0,0,0,data engineer,senior,912
190,Senior Data Engineer Lead,"Senior Data Engineer Lead
Job Description
The Senior Data Engineer Lead will play a pivotal role in operationalizing the most-urgent data and analytics initiatives for Kimberly-Clark’s digital business initiatives with our IoT and Smart Products. The bulk of the Data Engineer’s work would be in designing, building, managing and optimizing data pipelines and then moving these data pipelines effectively into production for key data and analytics consumers.
Key Accountabilities:
This role will provide you the opportunity to lead key activities to progress in your career, these responsibilities include some of the following:
Argentina-Buenos Aires
Employee
Regular
Full time",4.0,Argentina,10000+ Employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Kimberly-Clark,148,0,0,0,0,0,0,0,0,data engineer,senior,678
191,"Data Engineer SSr ( ASAP), plataforma SAS","Importante empresa de servicios seleccionara
Data Engineer SSR.
El perfil debe poseer conocimiento en la plataforma SAS Data Integration (desarrollo de ETL), conocimientos medios de SQL y al menos un año de experiencia en integración de datos
Desarrollos de procesos de integración de datos sobre Plataforma SAS
Pruebas unitarias e integrales
Documentación de procesos
Conocimientos sobre Plataforma SAS Data Integration
Experiencia de al menos 1 año en integración

Requisitos

Beneficios

Remoto en Pandemia, luego se ve con el cliente
Exelentes beneficios
Relacion de dependencia con el cliente",-1.0,Argentina,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),IT Solutions Group,-1,0,0,0,0,0,0,1,0,data engineer,senior,597
192,Senior Data Engineer (Buenos Aires),"Overview
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Senior Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.
Summary and Scope
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Senior Data Engineer at Rise, you will be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",-1.0,Argentina,-1,-1,-1,-1,-1,-1,Rise Interacitve - Neuvoo/Talent.com,-1,0,0,0,0,0,0,0,0,data engineer,senior,1069
193,ETL-SQL Developer / Data Integration Engineer,"We are looking for a Developer who will be responsible for the maintenance, evolution and development of an Insurance Group Data Hub.

You should be capable of productive collaboration with the development team as well as administrators and clients to ensure overall system consistency. You should also be well organized and be able to communicate with a high level of fluency in the English language.
Developer Responsibilities:
Create and support stable, reliable and effective databases
Ensure that the data architecture is scalable and maintainable
Ensure performance, security, and availability of databases",-1.0,Argentina,1 to 50 Employees,-1,Other Organization,Consulting,Business Services,Less than $1 million (USD),Plecosystems,-1,0,0,0,0,0,0,0,0,na,na,612
194,Machine Learning Engineer,"If you are interested please apply with your resume, GitHub page (if available), and expected hourly rate (in USD).SpineZone is looking for Machine Learning Engineer to work with on a variety of mission-critical projects related to our online platform and other proprietary technology and systems. We are looking for somebody who will be part of engineering team to build infrastructure and tools for exciting new technologies that will shape our product.
What You Will Do:
Broad experience and knowledge in machine/deep learning and computer vision.
Work on cutting edge problems in efficient data annotation building ML models that assist humans in reducing labeling efforts without sacrificing quality.
Use techniques from statistical analysis and predictive modeling to help decipher user behavior models.",-1.0,Argentina,-1,-1,-1,-1,-1,-1,SpineZone,-1,0,0,0,0,0,0,0,0,mle,na,809
195,Data Engineer/Big Data Engineer,"Buscamos un candidato para la posicion de Data Engineer. Nivel Ssr/Sr
Requerimos experiencia en diseño y construccion de procesos ETL y tablas analiticas.
Base de datos: Teradata y SQL Server (desarrollo con herramienta SSIS).
Valoramos formación academica en sistemas o carreras afines. Experiencia trabajando en rubro finanzas, soluciones de pagos, etc.

Se ofrece: puesto efectivo directo con importante empresa financiera. Desarrollo profesional + beneficios corporativos.
Unicacion: Parque Patricios",3.5,Argentina,51 to 200 Employees,1993,Company - Private,-1,-1,$1 to $5 million (USD),PROGRES S.A.,27,0,0,0,0,0,0,1,0,data engineer,na,504
196,Lead Data Engineer (Buenos Aires),"Overview:
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Lead Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.


Summary and Scope:
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Lead Data Engineer at Rise, you will lead and be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",-1.0,Argentina,-1,-1,-1,-1,-1,-1,Rise Interacitve - Neuvoo/Talent.com,-1,0,0,0,0,0,0,0,0,data engineer,senior,1078
197,Data Engineer - Salario en $USD,"We are looking for a Data Engineer to be part of the team of an American Company, where the big data space is growing rapidly, beyond the data pipeline, you will also be instrumental in bringing the data-driven products and features to life and helping build the future of the company.
You will also have the opportunity to work with the product teams, building models and APIs to drive new features delivers analysis to further improve engagement in existing features, and empowers our business with real-time insights to drive growth in market share, engagement, and revenue. We see 1 trillion events per year and process 10TB of data daily.
The challenges of this position are:
Manage & improve a Hadoop-based data pipeline (EMR / Cloudera, Impala, Airflow, among others)",-1.0,Argentina,1 to 50 Employees,-1,Subsidiary or Business Segment,-1,-1,Less than $1 million (USD),Future Manager Argentina,-1,0,0,0,0,0,0,0,0,data engineer,na,774
