Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,-1,"Nos encontramos en la búsqueda de Data Engineers que quieran resolver problemas de alta complejidad y aplicación inmediata.
Necesitamos alguien que pueda dialogar muy bien con las áreas de negocio, los Data Scientists y Analistas de BI; y entender los problemas para aportar soluciones creativas e innovadoras a la mesa.
El desafío
Queremos que nuestra organización tenga los datos en el centro de su estrategia. Para eso necesitamos Data Engineers que puedan manejar el gran volumen de datos, construir la arquitectura de datos de forma completa y escalable; y colaborar en los flujos para la creación de modelos que permitan generar recomendaciones, detectar fraude, determinar scoring de créditos, automatizar procesos, y en general, marcar el rumbo de la estrategia mediante datos!
En el equipo de Data, las funciones de los Data Engineers serán:

Diseñar y construir una Arquitectura de Datos (Ingesta batch y Real Time, Data Lake, Data Warehouse, Data Science Workflows, etc.). Revisándola continuamente para cumplir con la demanda.
Trabajar con clientes/usuario y profesionales de datos interpretando requerimientos de negocio, generando propuestas a soluciones de big data.
Identificar diferentes opciones de ingesta, transferencia, merge y compresión de datos.
Comprender y administrar seguridad y costos en soluciones de Big Data.
Orquestación de cargas de trabajo usando pipelines.
Obtener, procesar y analizar grandes volúmenes de datos provenientes de diversas fuentes, extrayendo insights de interés.
Formar un vínculo con los diferentes sectores de la compañía, logrando trabajar en equipos multidisciplinarios.
Interactuar con los equipos de ingeniería al momento de desplegar, monitorear y mantener los modelos en producción.
Investigar y divulgar el “estado del arte” en tecnologías de Big Data aplicados en la industria.
Establecer las mejores prácticas de desarrollo de software a fin de asegurar procesos eficientes y automatizados.
Asegurar la escalabilidad, calidad y flexibilidad, de manera que se pueda garantizar un rápido crecimiento.

Reba
Nació en Argentina para ser protagonista de la explosión Fintech en el mundo, con el objetivo de crecer a gran escala tanto a nivel nacional como internacional. Nuestro propósito es hacer Reba para que la gente viva la vida que quiere, brindando a todos acceso a los mejores servicios financieros con la mayor simplicidad, transparencia y experiencia de usuario.

Para lograrlo buscamos incorporar lo mejores talentos, que a su vez cumplan con las principales características del ADN Reba: somos cliente céntricos, pensamos a gran escala y trabajamos con el más alto estándar de calidad.
Estamos incorporando al equipo a aquellos que se sientan motivados por formar parte de este proyecto desde el primer momento y quieran generar un gran impacto a través de su trabajo.

Reba es la App de Trasatlántica Compañía Financiera, una Entidad Financiera Regulada por el BCRA. A su vez, al ser parte de Grupo Transatlántica, obtenemos el equilibrio ideal entre el respaldo y trayectoria de más de 50 años de vida en distintas industrias, junto a la innovación y flexibilidad que una compañía joven ofrece al mercado y sus colaboradores.
Sumate a Reba!

Requisitos

Graduados de las carreras de Ingeniería en Sistemas, Ciencias de la Computación o afines.
Especialización en Machine Learning o Certificaciones (deseado).
Más de 3 años de experiencia en manejo de Bases de Datos.
Desarrollo en Python, Spark, SQL
Experiencia en implementaciones de Hadoop / Spark, bases de datos relacionales y data Warehouse
Conocimiento de estructura y diseño de Data Warehouse, bases de datos NoSQL, reportes y Tableros BI
Experiencia en desarrollo y tuning de procesos ETL/ELT
Se valora conocimientos en Microsoft Power BI o similares
Conocimiento intermedio del idioma inglés.
Alta capacidad de análisis y de adaptación a cambios de contexto.
Capacidades para el pensamiento crítico y resolución de problemas.
Experiencia comprobable en proyectos complejos y de envergadura.

Beneficios

Amplias posibilidades de desarrollo profesional en una organización sólida, en constante crecimiento, innovadora y dinámica. Excelente clima y estabilidad laboral.
Contamos con importantes beneficios corporativos como una semana adicional de licencia, descuentos en gimnasios, clases de inglés incompany, descuentos en almuerzos, convenios con prepagas, entre otros.

No te olvides de incluir una remuneración bruta pretendida.
Garantizamos absoluta confidencialidad y reserva.",-1,Reba,Rosario,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Machine Learning Engineer,-1,"About the vacancy


Our client is an on-demand delivery startup. The company provides opportunities to learn, grow, and help leading businesses and public-sector institutions address their most critical challenges.

The project is in the early stages of development. It is going to be a long-term project. The onsite team consists of at least 15 people (back-end devs, front-end devs, project manager, QA Engineer, Designers, etc.).",4.9,"DataArt
4.9",Buenos Aires,-1,1001 to 5000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
Data Analytics Platform Engineer,-1,"Data Analytics Platform Engineer
Job Description
Data Analytics Platform Engineer
As part of this team, the Analytics Platform Engineer performs leading-edge work and develops new approaches/solutions by designing and delivering the analysis, design, configuration, customization, testing, deployment and support plans for new or existing analytics platforms
Key Accountabilities:
This role will provide you the opportunity to lead key activities to progress in your career, these responsibilities include some of the following:
Argentina-Buenos Aires
Employee
Regular
Full time",4.0,"Kimberly-Clark
4.0",Buenos Aires,-1,10000+ Employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Software Engineer,-1,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
MuleSoft, a Salesforce Company sits at the heart of all convergent technologies trends (SaaS, big data, APIs, microservices, etc.), and our developers are tackling some of the most challenging problems in technology today.
As a Software Engineer at MuleSoft, a Salesforce Company, you will work on a small SCRUM team to drive the development of modular, composable, and/or maintainable microservices to expose the functionality of the Anypoint Platform to customers and allow us to scale platform usage around the world. Our teams own mission-critical aspects of a rapidly growing, globally distributed platform and, as such, you will have an incredible amount of impact on the current state and future direction of our product, with visibility throughout the organization and a significant opportunity to take ownership.",4.4,"Salesforce
4.4",Buenos Aires,-1,10000+ Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Engineer - Grupo de Telecomunicaciones N1 de Argentina,-1,"Dentro de la gerencia de Advanced Analytics & Big Data, el equipo de Data Management tiene como propósito velar por la calidad y disponibilidad de los datos, promover y colaborar en la integración de nuevas fuentes de datos, así como también la administración de los algoritmos de ML productivos.

Las principales responsabilidades se centran en el desarrollo, evolución y mantenimiento del DataMart analítico. Queremos que lideres el cambio hacia la cultura data driven siendo especialista en saber cómo los datos responden a las distintas necesidades analíticas, y que acompañes la evolución de nuestro ecosistema de datos y las tecnologías de explotación que utilizamos. Tus aportes irán desde el desarrollo de controles de calidad, análisis y documentación de nuevas fuentes de datos y explotación de datos con fines analíticos, con el objetivo de crear valor a partir de la información que luego será utilizada por los Data Scientist.

Debido al volumen de datos que la compañía está manejando estamos en un proceso muy avanzado de evolución de tecnología y es aquí donde tenemos el mayor desafío y por lo que queremos contar con vos para llevarlo a cabo. Es importante que sepas y quieras desenvolverte dentro de un ámbito extenso, con muchos equipos de diferentes perfiles y que seas parte de la transformación hacia ser una compañía Data Driven.

Estamos en la busqueda de un Data Engineer para el grupo de empresas de Telecomunicaciones N1 de Argentina, que esta en pleno proceso de transformacion digital.

Requisitos

¿Qué nos interesa de vos?

Que tengas un amplio y avanzado conocimiento de lenguajes de programación de bases de datos (SQL, PLSQL, HiveQL) (excluyente)
Conozcas y hayas trabajado con plataformas distribuidas (Hadoop), su arquitectura y funcionamiento.
Conocimientos avanzados de Python.
Muy buen manejo del idioma inglés


Tengas experiencia con tecnologías de desarrollo de flujos de datos (Airflow, NiFi)
Conocimientos de Spark y R
Conocimientos sobre tecnologías Cloud AWS, GCP (Deseable

Beneficios

70% de descuento en servicio de Cablevisión.
50% de descuento en Fibertel.
Hasta 4 líneas de Personal conun 70% de descuento.
70% de descuento en Telecom (telefonía fija).
Swiss Medical (cobertura de medicina prepaga para vos y tu grupo primario).
Descuento en Universidades.
Descuento en Gimnasios (Megatlon) .
Seguro de auto.
Descuento para la compra de autos particulares en concesionarias de todo el país.
Flexibilidad horaria
Home Office semanal",-1,Ipsum HR,Buenos Aires,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Associate Data Engineer,-1,"Overview:
Who is Virgin Pulse?
Virgin Pulse, founded as part of Sir Richard Branson’s famed Virgin Group, helps organizations build employee health and wellbeing into the DNA of their corporate cultures. As the only company to deliver a powerful, mobile-first digital platform infused with live services, including coaching and biometric screenings, Virgin Pulse’s takes a high-tech-meets-high-touch-approach to engage employees in improving across all aspects of their health and wellbeing, every day – from prevention and building a healthy lifestyle to condition and disease management to condition reversal, all while engaging users daily in building and sustaining healthy habits and behaviors. A global leader in health and wellbeing, Virgin Pulse is committed to helping change lives and businesses around the world for good so that people and organizations can thrive, together. Today, more than 3100 organizations across the globe are using Virgin Pulse’s solutions to improve health, employee wellbeing and engagement, reduce costs and create strong workplace cultures.

Responsibilities:


Qualifications:",3.3,"VirginPulse
3.3",Buenos Aires,-1,1001 to 5000 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Senior Software Engineer,-1,"Since 2012 Avature has been growing at a 50% annual rate, resulting in an exciting work environment, full of technical challenges and learning opportunities. Our Senior Software Engineers play the lead in this journey, using their analytical and technical skills (and above all, their enthusiasm) to tackle the complex problems of a feature-rich yet user friendly enterprise application, driving forward the growth of a product used by thousands of users every day.

Your challenges and objectives:
Achieve a rounded knowledge of our platform by understanding the complex interaction of a wide range of areas and services, from network layer to final user.
Work on a product that involves several computer science areas, such as highly available and performant systems, top-notch security standards, and intuitive user interface design.",3.9,"Avature
3.9",Buenos Aires,-1,501 to 1000 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
"Semi Senior Technical Solutions Engineer, Data",-1,"The Opportunity

MightyHive is a new breed of media consultancy that partners with global brands and agencies seeking transformative marketing results in a time of massive disruption and opportunity. Recognized as a global leader in advanced marketing and advertising technologies, MightyHive provides consulting and services in the areas of media operations and training, data strategy and analytics.

The company is headquartered in San Francisco, with teams in 19 countries and 24 cities around the world.

In 2018, MightyHive merged with S4Capital plc (SFOR.L), a new age/new era digital advertising and marketing services company established by Sir Martin Sorrell in 2018.

MightyHive is hiring a to be part of our Buenos Aires Data Hub Team.



Verifiable experience in at least two of these languages:
and on at least one of these platforms:
Students or graduates of systems engineering or related careers",4.2,"Avature
3.9",Buenos Aires,-1,501 to 1000 Employees,2012,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
Lead Data Engineer (Buenos Aires),-1,"Overview:
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Lead Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.


Summary and Scope:
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Lead Data Engineer at Rise, you will lead and be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",3.2,"Rise Interactive
3.2",Buenos Aires,-1,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
Data Engineer | DIGITAL Buenos Aires,-1,"Senior Data Engineer
Are you passionate about a future that exceeds your expectations? Here, at AlixPartners your passion becomes your career. We work in smaller and more senior teams that bring deep industry and functional knowledge to our clients. You will sit shoulder-to-shoulder with C-Level executives to address the issues that sit at the top of their agendas - and often become front-page news.
If you join our practice, you will work with financially secure, under-performing, and distressed companies across a variety of urgent, high impact situations. Our elite professionals are recognized experts in their respective fields, bringing to bear their skills and experience to craft measurable, improved outcomes for our clients.
In this role, you will have the chance to create ELT/ETL workflows, scripts, visualizations, and statistical models while taking responsibility for the design, build, test, execution, and support of data-related activities including but not limited to integration, profiling, cleansing, and visualizing. The ideal candidate will have a detailed understanding of the underlying data and data structures of multiple systems to allow in-depth analysis of existing and potential data insights.",4.7,"AlixPartners
4.7",Buenos Aires,-1,1001 to 5000 Employees,1981,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
Sr Data Engineer - Grupo de Telecomunicaciones N1 de Argentina,-1,"Buscamos una persona apasionada por trabajar con las ultimas tecnologías disponibles de Google Cloud Platform y Amazon Web Services, que tenga ganas de sumarse al proceso de transforma ción digital del grupo!

Seran sus responsabilidades:
Crear los flujos de ingeniería de datos, para llevar adelante la gestión de la información de punta a punta.
Integrar las fuentes internas y externas de datos, gestionar los flujos de datos de la empresa y habilitar esta información en tiempo y forma a los stakeholders en nuestro Enterprise DataWarehouse.
Gestionar los pipelines de datos, optimizarlos, automatizarlos y escalarlos utilizando las herramientas disponibles (conocimientos de Glue, Data fusion, Spark o Dataproc, es un plus)
Estamos buscando un Sr Data Engineer para el Grupo de Telecomunicaciones N1 de Argentina.

Requisitos

Preferentemente estudiantes avanzados o graduados de Ingeniería Informática, Ingeniería en Computación, Matemáticas Aplicadas o carreras similares.

Experiencia minima de 3 años en modelos de bases de datos (operacionales y analíticos, relacionales y no relacionales), pipelines de datos (estructurado, no estructurado), BI y analítica de datos: preparación, transformación, modelación y visualización.

Solidos conocimientos de Google Cloud Platform y/o Amazon Web Services,

Beneficios

Combos de descuentos de hasta un 70% en los servicios de la compañía (internet, cable, líneas móviles, línea fija)
Prepaga grupo familiar
Programa de beneficios Club Personal
Tarjeta Clarín 365 Plus
Hasta 40% en seguro del automotor y del hogar
Seguro de Vida Colectivo
Modalidades de trabajo flexible
Descuentos en gimnasios
Reintegro por guardería y colonia de vacaciones
Kit Escolar para hijos/as de entre 4 y 17 años
15 días adicionales (aplica solo a padres)
Descuentos en universidades, terciarios y otros centros educativos",-1,Ipsum HR,Buenos Aires,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Data Engineer (AWS) | DevOps,-1,"Rappi is the game changer startup for last mile delivery in Latam. With more than 100K orders daily, we are making easy our customers lives by offering all the services available in their cities and delivering it in less than 30 minutes.

We are looking for a Senior Data Engineer who will be responsible for building, improving and maintaining a scalable data pipeline infrastructure required for extraction, transformation, and loading of terabytes of data from thousands of sources to our analytics platform.

You will have the opportunity to apply cutting-edge technologies in large scale environment with a challenging rapid growth pace, taking ownership of both internal and external services, and applying all your skills to make an impact on the whole company.

You will be working with a skilled group of international tech specialists, on a high pressure hard-work environment.",3.6,"Rappi
3.6",Buenos Aires,-1,1001 to 5000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,-1,"Nos orientamos a personas con experiencia tanto en desarrollo de software como en Machine Learning, colaborará con ingenieros de software, científicos de datos, administradores de proyectos y expertos en el dominio de la inversión del consumidor para desarrollar y enviar productos de datos predictivos en apoyo de la misión de CircleUp: ayudar a los empresarios a prosperar conectándolos con el capital y recursos que necesitan.
Es un ingeniero de software apasionado que se siente cómodo trabajando en todo el ciclo de vida y la pila de productos de datos predictivos: creación de prototipos, ingeniería de funciones, validación y producción.
CircleUp fue recientemente reconocida como una de las 10 empresas más innovadoras de Fast Company en ciencia de datos y ha sido nombrada CB Insights FinTech 250, una de las 5 empresas más disruptivas en finanzas por CNBC y Forbes FinTech 50. Fundada en 2012, CircleUp tiene su sede en San Francisco y está respaldada por Union Square Ventures, GV, Canaan Partners, QED Advisors y otros.


Recopilar y refinar datos estructurados y no estructurados sobre empresas privadas
Desarrolle nuestra plataforma de resolución de entidades que pueda identificar referencias a empresas, marcas y productos en documentos digitales altamente desestructurados y vincularlos con entidades del mundo real.
Cree sistemas de producción escalables para la recopilación de datos, la transformación de datos, la extracción de funciones, el entrenamiento de modelos y la puntuación, utilizando herramientas de software distribuidas.
Desarrolle algoritmos de extremo a extremo para medir objetivamente la calidad de las empresas de consumo privadas
Contribuir a todas las fases del desarrollo de algoritmos, incluida la ideación, la creación de prototipos, el diseño y la producción.

CircleUp aprovecha el poder del aprendizaje automático y el análisis predictivo para descubrir algunas de las empresas de más rápido crecimiento en el sector minorista y de consumo. Estamos construyendo un sistema de datos predictivos llamado ""Helio"" para llevar la revolución impulsada por los datos que ha ocurrido en los mercados públicos a los mercados privados, comenzando con el consumidor y el minorista.
Estamos trabajando en problemas desafiantes en la recuperación de información, resolución de entidades y desarrollando un gráfico de conocimiento en profundidad de todas las empresas privadas. Estamos extrayendo grandes cantidades de datos para reescribir con éxito las reglas sobre cómo se evalúan las empresas privadas .

Requisitos

Licenciatura o superior en informática, matemáticas, estadística o campo técnico relacionado
Más de 2 años de experiencia en Machine Learning, PNL y / o recuperación de información
Amplio conocimiento de las API, las herramientas y las bibliotecas de código abierto de aprendizaje automático.
Excelentes habilidades de codificación y sólidos fundamentos en algoritmos, estructuras de datos, modelado predictivo y conceptos de big data
La experiencia en poner modelos en sistemas de producción es una gran ventaja
Interés en interrumpir y democratizar toda la industria dentro de los mercados privados.
Inglés Avanzado/Fluido

Beneficios

USD Salary
remote work
Stock options ;)",4.2,"Schmitman HR
4.2",Argentina,-1,1 to 50 Employees,2015,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Senior Data Engineer IRC103797,-1,"Job:
IRC104774

Location:
Argentina - Buenos Aires, La Plata, Mendoza, Mar del Plata

Designation:
Senior Developer

Experience:
3-5 years

Function:
Engineering",3.7,"GlobalLogic
3.7",Mar del Plata,-1,10000+ Employees,2000,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Senior Data Engineer IRC104209,-1,"Job:
IRC103797

Location:
Argentina - Buenos Aires, La Plata, Mendoza, Geodispersed

Designation:
Senior Developer

Experience:
3-5 years

Function:
Engineering",3.7,"GlobalLogic
3.7",La Plata,-1,10000+ Employees,2000,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
DATA ENGINEER Jr o SSr,-1,"Data Engineer
Buscamos un profesional con sólida experiencia en plataformas Cloud y soluciones de Big Data, con ganas de sumarse a proyectos desafiantes en un entorno global.
¿Cuáles serán tus responsabilidades?
Diseñar y construir pipelines de datos utilizando alguna plataforma en la nube.
Administrar y proveer la infraestructura de la solución en la nube.
Diseñar para la seguridad y el cumplimiento de los datos.
Gestionar y automatizar las implementaciones de despliegue de ETL y de la nube.
Asegurar soluciones y la fiabilidad de las operaciones.
Diseñar e implementar soluciones de Big Data y Data Warehousing con sus correspondientes Data Governance processes. .
Ayudamos a nuestros clientes a evolucionar hacia una cultura de toma de decisiones basadas en datos. Proveemos equipos y soluciones especializadas en big data y analítica digital, bajo un approach integral que combina consultoría con desarrollo para lograr resultados.

Requisitos

¿Qué esperamos de vos?
Beneficios

Prepaga swiss medical.
3 semanas de vacaciones.
Reintegro gastos de internet y celular.
Clases de inglés
Training.
Hoy 100% remoto, luego en oficinas en Colegiales con esquema de Home flex.
Relación de dependencia",-1,Input HR,Buenos Aires,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Engineer SR Y/O LIDER,-1,"Fecha de publicación
04/06/2019
Lugar de trabajo
Villa Urquiza, Caba
Empresa
Sankalpa Consultora
Permite trabajar remoto
No
Seniority requerido
Senior
Email de contacto
info@sankalpaconsultora.com",5.0,"Sankalpa Consultora
5.0",Villa Urquiza,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Engineer SSr./Sr.,-1,"Fecha de publicación
06/12/2019
Lugar de trabajo
Villa Urquiza, C.A.B.A.
Permite trabajar remoto
No
Seniority requerido
Semi Senior
Email de contacto
manuel@hroasis.com

Desde nuestros estudios en Buenos Aires, Berlín y Montevideo, creamos universos que nos conectan y entretienen con éxitos internacionales como: Preguntados, Mezcladitos, Apalabrados y más. Ya superamos los 700 millones de descargas, y somos más de 350 profesionales en el mundo. Somos una compañía internacional de tecnología fundada en 2009 en Argentina, creadora de universos que nos conectan y entretienen. Nos moviliza hacer cosas que antes no existían, correr los límites. Sumamos buenas personas, para hacer grandes equipos, y para lograr cosas imposibles.",4.6,"Py AR
4.6",Villa Urquiza,-1,1001 to 5000 Employees,2001,Nonprofit Organization,Social Assistance,Non-Profit,Less than $1 million (USD),-1
Senior Data Engineer (Buenos Aires),-1,"Overview
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Senior Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.
Summary and Scope
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Senior Data Engineer at Rise, you will be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",3.2,"Rise Interactive
3.2",Buenos Aires,-1,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
Senior Backend Engineer,-1,"About Netskope


Today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve. We realized a new perimeter was needed, one that is built in the cloud and follows and protects data wherever it goes, so we started Netskope to redefine Cloud, Network and Data Security.
Since 2012, we have built the market-leading cloud security company and an award-winning culture powered by hundreds of employees spread across offices in Santa Clara, San Francisco, Seattle, Bangalore, London, Melbourne, and Tokyo. Our core values are openness, honesty, and transparency, and we purposely developed our open desk layouts and large meeting spaces to support and promote partnerships, collaboration, and teamwork. From catered lunches and office celebrations to employee recognition events and social professional groups such as the Awesome Women of Netskope (AWON), we strive to keep work fun, supportive and interactive.Visit us at Netskope Careers and follow us on Twitter @Netskope and Facebook.

As a member of the Advanced Development team you will work cross-functionally to build state-of-the-art cloud platforms to support our growing product portfolio.

#LI-NN1",4.2,"Netskope
4.2",Buenos Aires,-1,1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,-1,"About IPSY:

IPSY is the largest beauty subscription in the world, with over 3 million monthly members, and the first brand to combine a rich community platform with a highly personalized commerce experience. Headquartered in San Mateo, with offices in New York, Santa Monica, and Buenos Aires, IPSY brings together a diverse group of rule-breaking thinkers and creative problem solvers with a penchant for getting things done. From Marketing and Media to Engineering and Operations, we stand together to celebrate individuality and inclusivityand were just getting started.

About the Role:
We are looking for a Machine Learning Engineer to join our team. As a Machine Learning Engineer, you will be responsible for developing novel ML models for both internal tools as well as to delight our customers. You will also partner with ML Platform engineers to productionalize your models for continuous improvement.




:

We are an equal opportunity employer who celebrates diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability status, or any other characteristic protected by federal, state, or local laws.",3.7,"IPSY
3.7",Buenos Aires,-1,201 to 500 Employees,2011,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1
Data Engineer (Buenos Aires),-1,"Overview
Rise Interactive (http://www.riseinteractive.com), a rapidly growing full-service interactive advertising agency, is looking to hire a Data Engineer for our Innovation team in our Buenos Aires office! We are looking for a self-directed, detail-oriented individual who thrives in an entrepreneurial culture as we grow our quickly expanding client base.
Summary and Scope
Tired working on the same thing each day and then trapped by red tape when an opportunity to use a new technology comes along? As a Data Engineer at Rise, you will be part of a team of talented engineers that builds and maintains Connex which is our industry leading, multi-channel media optimization platform. Help turn high-level business missions into fully architected end-to-end solutions involving heterogeneous sources, performant ETL application, integrated schema designs, and efficient data access patterns. Are you up for the challenge of being part of a company that continues to lead and disrupt the digital marketing landscape with its technology and innovation?",3.2,"Rise Interactive
3.2",Buenos Aires,-1,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
Data Engineer (SSr/Sr),-1,"Somos etermax, una compañía internacional de tecnología fundada en Argentina en 2009. Creamos aplicaciones que entretienen, conectan y agregan valor comercial alrededor de todo el mundo. Conectamos personas entre sí, a los usuarios con las marcas y a los negocios con el éxito a través de nuestras unidades de Gaming, In Game Advertising e AI Labs. Nuestro objetivo es encontrar soluciones a los desafíos humanos del presente y del futuro. Combinamos tecnología y creatividad, datos y experimentación, para abrir nuevos caminos. Nadie nos puede decir cómo, porque vamos adelante.
Experimentá tu próximo rol:
En etermax, un Data Engineer trabaja junto al equipo para seguir creando nuevos productos, asegurando la calidad internacional y superando los estándares de la industria. El rol incluye:
Diseño y mantenimiento de la arquitectura actual: ¡tenemos muchas bases distintas, y todas en la nube de Amazon!",4.3,"etermax
4.3",Villa Urquiza,-1,201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Engineer | DIGITAL,-1,"Senior Data Engineer

Are you passionate about a future that exceeds your expectations? Here, at AlixPartners your passion becomes your career. We work in smaller and more senior teams that bring deep industry and functional knowledge to our clients. You will sit shoulder-to-shoulder with C-Level executives to address the issues that sit at the top of their agendas - and often become front-page news.

If you join our practice, you will work with financially secure, under-performing and distressed companies across a variety of urgent, high impact situations. Our elite professionals are recognized experts in their respective fields, bringing to bear their skills and experience to craft measurable, improved outcomes for our clients.

In this role, you will have the chance to create ELT/ETL workflows, scripts, visualizations, and statistical models while taking responsibility for the design, build, test, execution and support of data-related activities including but not limited to integration, profiling, cleansing, and visualizing. The ideal candidate will have a detailed understanding of the underlying data and data structures of multiple systems to allow in depth analysis of existing and potential data insights.



This description is not designed to encompass a comprehensive listing of required activities, duties or responsibilities.

AlixPartners is a results-driven global consulting firm that specializes in helping businesses successfully address their most complex and critical challenges. You can learn more about our Culture and Career Development opportunities,",4.7,"AlixPartners
4.7",Buenos Aires,-1,1001 to 5000 Employees,1981,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
Consultor Ingeniero de Datos (Data Engineer),-1,"Nos encontramos en la búsqueda de un INGENIERO DE DATOS (Data Engineer) para importante proyecto deseamos incorporar un consultor con experiencia en en diseño y desarrollo de aplicaciones basadas en ecosistemas distribuidos (Hadoop, Spark, y tecnologías complementarias) para uno de nuestros clientes, gran empresa del sector bancario.

QUE VALORAMOS

Experiencia

> y/ó conocimiento del procesamiento y modelado de datos, algoritmos y arquitectura de datos.




en plataformas Cloud e híbridas.

Conocimientos deseables






Formación



ASIGNACION = 100% Remoto",-1,Mariana Panebianco,San Cristóbal,-1,-1,-1,-1,-1,-1,-1,-1
Sr Data Engineer,-1,"Nos encontramos en la búsqueda de un Data Engineer que brindará soporte al negocio, clientes internos, apuntalando la toma de decisión basada en datos. Se involucrará en proyectos diversos y en la construcción del modelo de datos de la compañía.

Los DESAFIOS de la posición serán:
Creación de pipelines ETL con Azure Ecosystem como Azure Data Factory.
Creación de pipelines, actividades, conjuntos de datos y flujos de datos de simples a complejos
Diseño de un modelado de datos en Azure Analysis Services
Análisis de los datos subyacentes y el flujo de datos.

InvertirOnline fue fundada en Mayo del 2000 y en 2018 fue adquirida por el Grupo Supervielle. Es la primer Fintech de Argentina consolidandose como el primer sitio dedicado y especializado en Trading Online del pais.
Ofrece una propuesta única, que integra toda la actualidad en información financiera, el asesoramiento de un equipo de profesionales y la posibilidad de administrar ahorros y operar online una gran variedad de instrumentos financieros a través de internet.
Nuestro proposito
Mejorar la calidad de vida de las personas aumentando el valor de sus ingresos
Nuestra Visión
Ser la principal plataforma de soluciones financieras integrales en América hispanoparlante

Requisitos

Ingeniero en Sistemas avanzado o graduado
Experiencia previa en plataformas cloud
Es importante contar con habilidad para desarrollar código SQL, Python y Spark
Conocimiento preferente de Logic Apps, Azure Function apps y PowerShell Workflow
Conocimiento preferente de Azure Data Factory.

Beneficios

Prepaga OSDE
Home Office
Club La Nación
Gimnasio
Capacitación constante
Día de Cumpleaños libre
Excelente clima laboral, desarrollo en un ámbito joven, dinámico y profesional.",4.2,"InvertirOnline
4.2",Argentina,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
